start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,LABEL
0 days,0 days 00:00:08.440000,29.46936,0.2312466,26.444202,28.777573,32.816597,6.3723946,117.846115,81.31961,390.12344,752.913,0.35262775,0.8846626,0.064534485,0.28309906,0.5589131,0.49437863,7.903949,4.7472253,6.2774844,3.3912234,0.23895001,1.1598884,20.533606,1.0740196,13.22989,0.86650157,11.795095,0.9980059,8.680007,1.4653409,0.05022454,1.4363837,1.4574608,0.81954837,4.8615665,0.8868456,3.650721,2.594354,28.71833,0.5507227,536.218,0.3917437,1245.7167,0.17263302,-107.92925,-0.85854864,1588.0814,0.20315534,1001.8871,0.33064726,-112.50834,-0.74657196,2586.5117,0.12968513,924.1109,0.3397204,-114.76784,-0.7130116,-20.667927,-0.549326,28.325024,0.40863186,0.048867133,0.888375,-0.02931873,-0.65603817,0.4069172,0.7398337,36.378624,0.46608683,14.023155,0.87569153,12.517408,1.0663036,5.1755943,2.9099214,-9.278439,17.394787,-0.028007604,-0.0021657995,0.073772065,4.507711,2.754491,0.17217392,0.12880577,0.17818181,0.18067138,-32.520218,False
0 days,0 days 00:00:05.180000,36.232452,0.11737023,34.89915,36.379463,39.34788,4.4487305,510.88126,671.3748,42.264484,41.006737,0.14572914,0.7922516,0.035557196,0.1290477,0.22463821,0.18908101,3.8023279,1.9925241,3.5205224,1.7792972,0.05987962,1.1566813,16.00851,0.86098963,10.659994,0.9377794,2.0469172,5.8709826,-0.3859786,-26.16225,0.030780006,2.881678,1.28924,0.9428016,8.0152445,0.65372264,15.03931,1.2945942,31.102213,0.26717365,540.4289,0.2940379,1305.9485,0.15760915,-143.03734,-0.57717323,1558.2427,0.1727268,990.4938,0.37600937,-136.12065,-0.5829432,2645.186,0.08730644,783.757,0.5824077,-139.43352,-0.53797203,-17.319637,-0.56104225,28.614084,0.34002355,0.063968025,0.5667094,-0.020388624,-0.6632634,0.11050993,0.71721655,28.842207,0.37483427,11.003262,1.0461236,-1.5119566,-10.541542,-6.6089764,-1.4846042,-9.4188175,18.998163,-0.005810309,-0.00471005,0.030226927,5.6092844,3.3203125,0.10176471,0.09407351,0.17823529,0.2428322,-45.84672,False
0 days,0 days 00:00:02.990000,23.092228,0.12625387,22.582392,23.869896,24.62835,2.0459576,262.33194,154.93292,-29.560776,50.74972,0.12884806,1.2004279,0.03026642,0.03698518,0.21191487,0.18164845,4.2352934,2.8245258,3.3624291,2.1684628,0.052987784,1.6011424,19.781301,0.62862545,13.057964,0.72039175,9.815343,0.69852555,4.1412735,2.512369,0.030182071,1.5014449,1.0340832,0.8229381,2.721123,1.5185357,-0.7605246,-19.184843,25.910929,0.6614462,468.05774,0.26810858,1276.404,0.15488808,-158.83003,-0.48902047,1408.5701,0.18498954,1020.5893,0.17461468,-161.88898,-0.44502994,2368.579,0.12760429,909.983,0.49117827,-164.3948,-0.41008338,-18.254427,-0.30856305,27.615461,0.17620464,0.034195755,0.8708754,-0.026510894,-0.61838657,0.15335508,0.6674636,40.702145,0.21518649,8.263243,1.1087974,5.741534,1.6620376,-3.4942834,-5.092011,-13.612479,22.56116,-0.011185652,-0.007497397,0.026113696,3.0201342,1.3651878,0.1475,0.08227241,0.45,0.44962206,-44.27414,False
0 days,0 days 00:00:32.850000,22.126795,0.18959793,19.378456,21.714596,24.193153,4.8146973,254.20268,241.79782,168.95645,343.60675,0.11287289,1.1425022,0.03416335,0.070852295,0.15495698,0.12079363,2.4390244,2.6833477,2.2149425,2.0919015,0.036379687,1.9585352,15.817401,0.9429125,6.7458067,1.4378551,9.167039,1.3343066,8.480912,1.1666808,0.027323434,1.8243749,1.4433211,0.8707053,3.2120345,1.0158902,1.8840096,4.5834913,24.975866,0.39172107,483.34476,0.40400463,1172.6617,0.19399142,-151.29008,-0.53904945,1496.0701,0.14657198,937.144,0.3519732,-154.70258,-0.48445225,2441.553,0.123123035,884.74133,0.38058245,-155.64803,-0.47155097,-17.923351,-0.42538893,25.60527,0.31751466,0.015424934,2.371046,-0.019942673,-0.56596166,0.10184002,1.0759156,30.997955,0.4142682,11.387969,0.93375933,17.955805,0.71247363,11.503456,1.0634159,-7.016334,15.286649,0.0069899377,-0.0027047668,0.013031131,1.1875762,1.5257858,0.1612,0.121386,0.482449,0.7392288,-44.75136,True
0 days,0 days 00:00:07.500000,39.067146,0.16491337,36.16652,37.95877,42.920773,6.7542534,614.1264,824.8973,128.63556,137.22586,0.3998899,1.3635961,0.025583383,0.09366087,0.8078743,0.78229094,7.2633553,7.3493505,7.2595572,6.4630246,0.209858,1.70563,10.016208,1.0956893,8.670945,1.7368677,9.590315,1.4578177,-2.913158,-5.8744774,0.032985087,2.14338,0.86290437,1.0716095,9.242107,0.57780135,11.315583,1.749323,15.514282,0.7404311,605.9058,0.37966976,1152.7102,0.18634672,-145.63373,-0.5801031,1760.4077,0.14728823,816.946,0.66499376,-136.95975,-0.6092226,2720.246,0.098939866,782.1821,0.5588456,-137.02065,-0.606452,-13.708596,-0.6989901,19.515184,0.52462786,0.08637742,0.64516324,-0.030040389,-0.48985696,0.44775483,0.924282,17.965704,0.6785456,2.5374632,7.671691,6.4834714,3.243365,-18.992802,-0.8088415,-9.242888,16.762468,-0.0204475,-0.0071757836,0.077316724,1.7356476,1.345895,0.259,0.2268237,0.46199998,0.6444657,-31.186682,True
0 days,0 days 00:00:03.670000,22.076761,0.11409598,21.659973,22.5688,23.46203,1.8020573,78.7466,111.78558,68.29769,37.309418,0.33589098,0.74872994,0.08452317,0.3087113,0.5772874,0.4927642,5.045441,2.8650646,6.632496,4.4751744,0.17510906,0.98785394,27.115862,0.6961122,15.271853,0.6692553,14.733856,0.6863455,11.348177,0.7747883,0.017717192,1.3210636,1.1653733,1.1054174,3.8078854,1.1428465,9.615065,1.1279942,35.664795,0.25503445,547.9287,0.36931807,1303.1189,0.16244662,-113.81831,-0.7798487,1599.9563,0.18602325,1043.3899,0.2673326,-120.73403,-0.6687032,2587.4082,0.1463784,946.8599,0.33510667,-123.520134,-0.6300153,-24.010675,-0.3676298,32.481934,0.26093742,-0.0077373763,-2.921257,-0.028747452,-0.5739618,0.27730134,0.6681886,40.52808,0.3485883,15.028852,0.5527142,20.073408,0.5013712,10.438279,1.1481456,-14.159872,22.674904,-0.035168897,-0.010504531,0.08722914,4.644809,1.9444445,0.22857143,0.1882573,0.23124999,0.24095836,-32.554504,False
0 days,0 days 00:00:08,39.841755,0.12461438,36.77378,38.972183,42.529,5.7552185,256.1162,651.29553,234.7592,362.27994,0.26654953,1.1345639,0.038601227,0.14728504,0.43456358,0.39596236,7.186105,4.3678117,5.9320164,3.1391695,0.13873497,1.381798,14.767866,1.2009673,4.090134,4.0888896,4.3373475,2.4673893,-2.9688625,-4.940691,0.028367957,1.0891892,1.170758,1.064012,8.751173,0.56529254,8.3972225,0.9764054,22.819315,0.5603794,658.96234,0.28370345,1248.2151,0.17978255,-136.57343,-0.62554723,1692.0599,0.13769855,955.73737,0.45176774,-126.226974,-0.6519735,2741.9768,0.09200775,741.7264,0.39849323,-128.41136,-0.6171811,-15.188624,-0.79565996,25.151106,0.4938778,0.0794467,0.6114935,-0.022197355,-0.7601963,0.26309276,0.8254747,27.772055,0.55574936,-2.2968802,-8.677393,3.794016,3.367229,-13.953302,-1.0932935,-5.122527,14.016847,0.0043037804,-0.0060118414,0.046078768,3.0037549,2.7707808,0.14227273,0.091499224,0.18608695,0.32892105,-37.51658,False
0 days,0 days 00:00:03.750000,38.999775,0.08785688,35.3542,40.289463,41.657448,6.3032494,91.050026,131.17163,350.5632,698.0654,0.25557882,1.0290687,0.049024317,0.16598532,0.39092985,0.34190553,5.362084,4.559882,5.830775,4.2378807,0.1206554,1.2937248,18.206173,1.0405692,4.5099277,3.7904775,2.0978231,6.003145,1.0854217,12.038218,0.032370325,1.660493,1.1323619,1.050124,8.60771,0.43065602,8.965639,1.0829862,26.161182,0.29528892,667.9635,0.26657727,1335.5822,0.1545977,-126.808334,-0.7003855,1682.2161,0.10147347,904.7047,0.2851825,-119.870476,-0.70948,2695.4219,0.088432424,887.4068,0.48121384,-123.5343,-0.65520644,-15.891078,-0.49087998,25.732222,0.42517197,0.07975827,0.50917596,-0.02691365,-0.47334278,0.22998923,0.7467373,32.382057,0.41091543,-6.3230805,-2.843037,1.7373375,9.4198675,-8.432396,-1.4503422,-7.1016884,14.866289,-0.002807009,-0.009744857,0.033143044,3.2085562,2.4590166,0.17555554,0.04030746,0.189,0.13670771,-38.932613,False
0 days,0 days 00:00:05.750000,38.29945,0.07856298,35.812737,38.44442,39.430294,3.6175575,75.11197,66.02271,53.581017,45.33605,0.1776476,1.2217942,0.040736936,0.055701658,0.35022193,0.309485,3.0951326,2.3591547,4.0074406,2.8759677,0.056173854,1.6521657,19.609882,0.6615683,11.409139,0.99750304,11.080472,0.9136983,-4.4396787,-3.673026,0.016640825,1.1642677,0.6013631,1.245277,11.267359,0.27997053,12.482247,0.6784864,22.942467,0.4194868,599.8636,0.25193766,1198.3802,0.18563123,-155.23581,-0.51181394,1780.7195,0.14391021,692.51996,0.6796649,-147.90903,-0.53328276,2693.3735,0.11112701,1091.4558,0.803664,-148.02502,-0.5316693,-17.74565,-0.4691003,23.624332,0.42036256,0.07432073,0.39029413,-0.038309265,-0.3021157,0.15111743,0.7823824,30.13092,0.44784254,2.760246,5.884626,17.872108,0.832,-20.628517,-1.0053229,-13.887141,22.140924,-0.00577824,-0.013491834,0.014894651,1.9163764,0.7029877,0.42749998,0.2197015,0.778,0.5751313,-41.458324,False
0 days,0 days 00:00:08.500000,36.482285,0.103219524,33.974064,36.051804,39.286724,5.31266,107.825165,110.07538,120.701744,108.889336,0.1922042,1.0684476,0.033876196,0.11895881,0.31037942,0.2765032,4.6881037,3.7441106,2.4917777,1.7040418,0.067447945,1.4335011,21.165354,0.8253113,8.035582,1.8345909,7.2410517,1.4737414,-2.139578,-6.847758,0.03461203,2.1955116,0.84611636,1.3076874,9.936846,0.45823774,11.107059,1.0359975,28.649673,0.52224666,647.55,0.25110313,1292.1223,0.17067674,-119.38576,-0.7478387,1731.7838,0.17690115,937.44525,0.41646722,-119.8305,-0.6919952,2732.3928,0.10539393,866.7549,0.3494285,-122.64523,-0.65116394,-21.546791,-0.51435417,30.51107,0.3596412,0.092777714,0.41628674,-0.02679137,-0.5656556,0.12205646,0.9242119,35.723724,0.30029595,4.8653316,3.909531,11.072397,1.1505458,-11.269232,-1.346039,-8.051315,16.410631,0.0082552275,-0.006382205,0.019062867,2.1201415,1.7772512,0.258,0.19082977,0.30285713,0.28909782,-41.009277,False
0 days,0 days 00:00:04.260000,37.807575,0.095219776,34.376663,37.80009,40.916996,6.540333,32.1331,11.710876,54.732765,55.38305,0.14823991,0.92921627,0.03733397,0.09713245,0.24010867,0.2027747,2.5132241,1.4611139,2.3196964,1.7292032,0.05232718,1.4458467,23.372519,0.5214092,12.5248165,0.9851111,11.09153,1.0065163,-0.9966727,-11.828434,0.018953847,1.2071565,0.8567672,1.0613045,10.963637,0.31244615,11.75967,0.7080294,26.722563,0.36395428,689.14575,0.20689595,1235.9668,0.16165325,-131.69775,-0.65757954,1824.6492,0.11989151,747.40686,0.45703706,-128.76442,-0.62928283,2849.714,0.09108515,826.40027,0.4174483,-130.194,-0.6096296,-21.764374,-0.3998992,30.5137,0.3282224,0.064284004,0.56472594,-0.02908314,-0.4070154,0.09868825,0.9341985,33.067085,0.31116608,8.874902,1.7256132,13.493732,1.0464127,-9.361882,-1.3721985,-14.357778,22.588678,-0.01341119,-0.012811785,0.01817135,2.5882354,1.4354068,0.29,0.36037016,0.38333333,0.39806476,-43.326664,False
0 days,0 days 00:00:06.500000,38.16866,0.09976919,36.126114,37.852604,41.255936,5.129822,52.931385,61.812763,73.99797,70.130905,0.28301013,1.2616538,0.032288447,0.1267323,0.5143517,0.4820633,5.0109034,2.6970966,6.493977,2.9522848,0.12108365,1.5458483,16.919676,0.9356307,4.181646,4.65562,5.0314536,2.3190637,0.14824353,93.13547,0.020585416,0.83047026,0.99496585,0.9260758,9.029408,0.4134939,9.829149,1.0291203,23.53365,0.39121565,705.2195,0.23189361,1277.3756,0.1961534,-132.40155,-0.6613195,1751.8386,0.13854085,958.0118,0.40929085,-130.98074,-0.64538926,2711.9019,0.097582325,889.4111,0.45406666,-133.4081,-0.608518,-13.994731,-0.7848393,24.089663,0.37210014,0.082039565,0.6137987,-0.020406902,-0.8765582,0.26785132,0.8300806,30.666126,0.40112403,-7.329365,-3.2547164,3.8381672,3.8515291,-8.366916,-1.9903915,-8.48596,15.790433,0.006348126,-0.009286848,0.026659166,2.157165,1.863354,0.20166665,0.10784505,0.29,0.3481379,-36.658367,False
0 days,0 days 00:00:46.800000,32.565216,0.16830179,30.974073,32.91841,34.898945,3.9248714,248.28679,286.50607,166.29892,360.34995,0.22347003,0.9523955,0.0386117,0.173238,0.35095704,0.31234533,5.000183,3.9634714,4.9288898,4.2763567,0.09102494,1.3492621,18.73239,0.95184416,10.91526,1.1429904,5.5895567,2.4453886,3.4719784,3.2228281,0.03779141,2.2876258,1.2451317,0.9194854,7.1669874,0.7022885,3.6107867,4.483761,25.297087,0.6442889,551.48444,0.31144,1260.762,0.19752575,-112.18075,-0.81809396,1594.8297,0.1808825,956.8348,0.4484575,-115.90883,-0.72688115,2579.266,0.106897764,855.3038,0.3791423,-118.693665,-0.68391424,-17.697002,-0.520192,26.849985,0.37206876,0.065578915,0.6788337,-0.030157853,-0.48894334,0.15078127,0.8998026,31.098192,0.48964262,12.595805,1.0633987,3.4260502,5.014861,0.7942117,16.598358,-7.23993,15.023095,-0.0029431581,-0.00864704,0.034990054,2.9920926,2.5679436,0.17808332,0.15468407,0.19834784,0.30265468,-39.560318,False
0 days,0 days 00:00:02.740000,27.040066,0.076250926,25.22237,26.490747,29.257435,4.0350647,23.478458,8.049213,10.792211,2.3389816,0.26027802,1.3631843,0.03185211,0.04095856,0.55244493,0.5205928,4.1356516,2.5843043,3.798256,2.423871,0.11591985,1.6143552,22.120514,0.5617776,16.36339,0.5202912,9.9713545,1.0558611,4.693766,3.0111945,0.01524121,0.6350655,1.1449162,0.83198404,6.5530515,0.3297539,3.4137776,2.2345467,26.695316,0.21927021,384.83817,0.116229855,1205.9633,0.11217173,-134.19853,-0.6964285,1343.344,0.119610816,891.9769,0.3143588,-137.77994,-0.6263684,2293.841,0.08269896,796.25055,0.2813788,-141.13599,-0.57773,-16.232407,-0.3385517,26.951647,0.17802614,0.06144298,0.43775195,-0.022651108,-0.5397616,0.3180589,0.6435943,35.65053,0.28464946,9.607837,1.0753,8.529833,1.9168112,-4.490136,-4.579899,-17.226109,26.435013,-0.0075290604,-0.0058868537,0.013412106,2.197802,0.74906373,0.45,0.26999998,0.5733333,0.37526286,-34.913403,False
0 days,0 days 00:00:45.550000,27.472595,0.1725254,24.526857,27.404709,30.249405,5.7225475,158.65092,282.54263,119.223946,295.2993,0.5110951,0.89734393,0.11217613,0.37376016,0.888008,0.7758319,8.54766,6.183191,8.711785,7.299283,0.2682063,1.2375134,25.82923,0.6579558,11.3878355,0.9433227,4.905402,2.6569693,1.2433523,13.179365,0.04199074,2.1782267,1.2423687,1.0135292,5.182654,0.9005664,2.697538,3.3481522,26.61826,0.3556546,476.12805,0.4057918,1235.8733,0.1742243,-65.84805,-1.3581687,1435.5955,0.18563087,952.96625,0.3166413,-74.59346,-1.0913851,2428.4414,0.13241902,784.5747,0.36621016,-80.294075,-0.96377647,-17.186375,-0.40577468,27.801943,0.28330714,0.06728323,0.58505976,-0.02337693,-0.68345135,0.3596025,0.98505795,33.70961,0.37542024,11.722439,0.9906308,4.350936,3.2324135,-1.5956762,-11.346601,-7.869248,16.56059,0.002777216,-0.0025378966,0.061203096,2.7009225,1.9125084,0.35229886,0.35400403,0.15792683,0.24527107,-29.284857,False
0 days,0 days 00:00:03.500000,30.446487,0.1140713,28.482126,30.19762,33.544415,5.0622883,44.773922,16.750456,173.95543,261.8571,0.27826917,1.296415,0.03888306,0.13998316,0.42977452,0.39089146,6.2743406,4.7837095,7.682192,7.049529,0.16719538,1.7489763,21.596035,0.64339405,16.223297,0.6496074,6.976901,1.8809961,4.742739,3.2037783,0.022228865,0.969339,1.3940176,0.98641455,6.474569,0.80173445,6.5312037,1.2444723,30.872656,0.25379747,473.80225,0.33971593,1312.4176,0.19932114,-122.01123,-0.7575882,1474.5071,0.1910705,1118.5365,0.3683458,-126.817696,-0.6628753,2459.558,0.14129147,852.68854,0.3808158,-129.48601,-0.62455654,-21.457167,-0.4046164,30.66433,0.28964403,0.050643966,0.87491834,-0.02498713,-0.6270915,0.3533539,1.0658253,33.132507,0.30171004,17.753275,0.73943573,9.294452,1.8106705,0.84460473,25.245712,-13.072239,22.9675,-0.0085617695,-0.005039613,0.03254727,2.5787966,1.7441862,0.23333333,0.11455227,0.27285716,0.31134337,-33.646194,False
0 days,0 days 00:00:01.990000,29.571499,0.104601115,27.69018,30.227905,32.18554,4.4953594,206.02667,182.10564,28.85448,31.812788,0.30315778,1.3578224,0.032744672,0.0691425,0.5038952,0.47115055,4.700451,3.862266,5.935031,2.958868,0.1275005,1.5680904,23.488815,0.41960606,15.92548,0.49784973,7.562733,0.9819338,7.306585,1.5931491,0.03671035,1.6823733,1.1049519,1.1741257,7.581393,0.55980384,4.5461645,1.3748759,29.022812,0.14174105,472.27066,0.42362547,1261.1234,0.10132202,-121.849365,-0.7901856,1425.1733,0.1971858,973.7681,0.22510198,-126.69433,-0.70033675,2367.9866,0.117939286,784.0019,0.35291007,-130.16515,-0.64851457,-18.246273,-0.24668613,28.433983,0.15597212,0.0670146,0.54459316,-0.01495207,-0.61645037,0.29198202,0.7894826,34.00118,0.15148808,13.441353,0.68789935,5.0770473,1.9424572,8.606794,1.9806931,-16.631975,25.51833,-0.007943397,-0.009382059,0.020816766,2.0202022,0.5235602,0.77,0.0,0.555,0.48499998,-31.840765,False
0 days,0 days 00:00:04.190000,34.538708,0.2182254,31.4559,37.043514,39.478146,8.022245,248.07086,266.30405,47.308075,68.675,0.47669286,0.96071166,0.116347,0.29108357,0.81685555,0.70050853,10.361826,6.813346,8.234854,5.4758754,0.2179506,1.0645134,24.30467,0.6466889,7.194953,2.2989392,6.278339,2.3698957,-2.4478803,-5.9327254,0.019622061,2.6409495,1.1050503,1.2609614,8.846763,0.7594547,7.8778872,2.2846606,27.942898,0.38487315,617.80963,0.25664195,1356.9457,0.15218316,-105.81935,-0.8702112,1615.3325,0.13664608,1043.79,0.37919584,-106.1515,-0.8130314,2696.6084,0.10972691,885.99335,0.47813568,-111.9681,-0.7206587,-18.183706,-0.45739245,30.401268,0.30324304,0.024405258,1.4445184,-0.024647597,-0.6169936,0.33111557,0.7389016,34.8085,0.3126532,1.2857354,14.387628,1.6731429,9.9430065,-10.790373,-1.3661486,-13.114158,21.282661,-0.0392093,-0.009824922,0.09400335,3.8277514,2.1844661,0.22999999,0.23342855,0.16636364,0.18792032,-31.051922,True
0 days,0 days 00:00:02.950000,34.89912,0.15179452,32.48397,35.670578,38.404762,5.9207916,111.587654,113.37603,90.95422,69.45427,0.5054758,1.0523554,0.08557767,0.219886,0.89914846,0.8135708,11.321815,10.018896,6.487139,4.3804903,0.2453461,1.5160745,27.943027,0.45730197,6.4647655,2.5935602,10.167547,1.3679671,-2.4265685,-6.1466694,0.020836176,1.6060706,0.8634318,1.1494181,9.478662,0.57916814,6.203834,2.7494428,25.49937,0.30971718,608.2449,0.29315025,1380.8154,0.14413336,-107.39935,-0.86159503,1619.8173,0.12935549,1025.5818,0.40166372,-101.52311,-0.85822034,2794.352,0.07372235,851.51245,0.5250035,-107.92644,-0.75290287,-17.512697,-0.5805363,31.215094,0.2980688,0.02230397,1.5869354,-0.018391851,-0.9298545,0.38892058,1.1333094,35.771393,0.23057458,0.1424453,134.39072,8.247607,2.0900836,-8.432732,-2.0339875,-16.66025,26.371763,-0.04549474,-0.012981102,0.07637205,2.3809526,1.3840832,0.3875,0.5533251,0.25,0.2820638,-29.942738,True
0 days,0 days 00:00:05,26.17398,0.3441043,23.57577,25.21714,25.849815,2.274046,295.364,237.4474,433.3361,395.7628,0.15758218,1.1592687,0.028858092,0.059274152,0.28459704,0.25573894,4.301355,2.9998891,3.7521417,2.5886657,0.059884295,1.6893613,13.567974,1.0824003,6.428303,1.4145548,11.609697,1.2202487,3.8308442,2.3880181,0.027369162,1.0541809,1.4713607,0.666624,3.598458,1.2394624,6.5496325,1.0726274,23.347244,0.4756141,429.93097,0.285465,1096.1334,0.23720446,-153.73181,-0.52574277,1484.2714,0.11770374,955.22644,0.53078794,-156.1278,-0.4757927,2415.9343,0.07073044,932.4076,0.5307112,-155.7149,-0.4780895,-15.682075,-0.6696764,23.28355,0.43433097,0.031896196,1.0095811,-0.023083806,-0.6335594,0.18291646,0.7129399,28.74297,0.550153,6.9165654,1.6255132,27.806013,0.54885507,0.6388698,22.632982,-7.2067976,15.966018,-0.007948559,-0.004172874,0.018923355,3.0060122,1.6260163,0.1475,0.2565029,0.39666668,0.6155034,-41.632862,True
0 days,0 days 00:00:42.570000,23.687157,0.16723423,22.139622,23.349268,25.638872,3.4992504,306.19284,358.8384,65.54145,89.14463,0.20095205,1.0309225,0.033883497,0.11983594,0.3449045,0.31102103,4.57128,2.1909986,4.3339624,3.0056045,0.089953154,1.3024538,21.8481,0.78334194,7.7552695,1.3457808,14.0121,1.0146174,2.04494,5.960486,0.034227606,1.580368,1.4070202,0.8269392,3.369287,1.2955254,7.8254795,2.0327342,29.881943,0.4675884,451.30646,0.342992,1218.4791,0.18149455,-122.02037,-0.74149334,1433.5874,0.17352705,931.4632,0.3346992,-127.526794,-0.6513735,2485.8633,0.10220057,779.2285,0.37451038,-130.22945,-0.6127905,-19.782543,-0.44785854,29.530691,0.29837328,0.018975688,1.7261256,-0.022224274,-0.63659245,0.17529795,0.72645813,36.713497,0.34314463,9.917185,1.1970094,21.822266,0.69929147,-2.0506907,-7.0958743,-7.7909784,16.341099,0.0018579628,-0.0040034615,0.027357126,2.819549,1.9524819,0.20626506,0.17644212,0.29549998,0.48323882,-38.590862,True
0 days,0 days 00:00:04.500000,24.428316,0.083311,22.39886,24.383375,26.612705,4.2138443,31.242609,19.0689,17.372972,11.34314,0.17328203,1.5511832,0.03047912,0.038033575,0.28540736,0.25492823,7.4688716,4.3826685,4.824642,2.382686,0.06177718,1.8025734,22.027939,0.51668125,9.349571,1.3797518,11.574583,0.92813665,3.9123158,2.900781,0.024688486,1.4364717,1.0209631,0.88878906,4.745643,0.80475765,10.730377,0.4445666,25.044662,0.29360548,421.69034,0.1723679,1161.4443,0.12529626,-154.71397,-0.52265465,1412.9691,0.074005745,894.9759,0.26206037,-157.25154,-0.48622963,2434.2563,0.057661504,760.80865,0.28055412,-158.36519,-0.47024328,-15.74301,-0.4787489,23.544111,0.29848874,0.030817637,0.63532305,-0.019656703,-0.5188727,0.20838505,0.62375647,39.20809,0.2361054,-2.9591956,-4.647474,22.936056,0.6614036,-1.4343064,-11.877544,-13.705807,23.179865,-0.009712817,-0.01058939,0.015914159,1.5590202,0.6756757,0.34666666,0.10964589,1.1066666,0.7355874,-39.30244,True
0 days,0 days 00:00:05.510000,23.909397,0.070567116,22.593735,23.794905,25.077023,2.4832878,38.097446,31.862238,57.097656,60.74016,0.1970327,1.0626354,0.028495826,0.095424354,0.34560496,0.31710914,4.5632305,2.7185,4.21666,2.5051312,0.07345267,1.4613206,17.835184,0.9867396,6.89966,1.6062019,13.96685,1.0573615,2.8374305,3.5678186,0.01964676,1.1931506,1.1201247,0.8134247,4.530409,0.7212976,8.82408,0.64958984,30.068138,0.2623513,426.05582,0.23140627,1205.6045,0.15655285,-127.32189,-0.714901,1449.6956,0.12491419,911.0028,0.34017384,-133.09636,-0.627793,2504.7476,0.0708559,847.08954,0.554323,-135.26704,-0.5966756,-18.567038,-0.49929094,28.157837,0.33249763,0.022918958,0.9261484,-0.019668363,-0.5372264,0.15616156,0.7928669,35.93493,0.3427643,8.627895,1.471203,23.606657,0.72464156,-0.14116926,-87.20986,-5.599445,13.814375,0.0055690724,-0.000857033,0.0220612,3.090909,1.2844037,0.29142857,0.20698023,0.4075,0.49773863,-39.87868,True
