start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,LABEL
0 days,0 days 00:00:05.920000,36.38184,0.08943313,34.580875,36.971558,38.356243,3.7753677,61.336124,40.452656,124.35239,176.68645,0.27759662,1.08643,0.03374948,0.14738546,0.5082621,0.4745126,5.3527822,2.920434,5.0062613,2.5732574,0.12637465,1.263974,21.986582,0.7008964,9.839002,1.2199293,8.146156,1.5457792,2.5577636,4.6815505,0.016036883,1.2071836,0.83806044,1.2204996,10.900558,0.35820776,8.050159,2.4409907,26.071974,0.74610656,667.8189,0.24855824,1287.9313,0.1467123,-130.82835,-0.6632957,1737.1826,0.13315651,873.94147,0.3505037,-129.75208,-0.62641466,2736.255,0.08114634,892.129,0.3585715,-132.72961,-0.5846498,-21.431175,-0.4563814,32.29051,0.3302011,0.070175104,0.6408599,-0.025337098,-0.52872753,0.23664363,0.67769134,35.785282,0.30901965,5.7173467,2.548091,8.293955,2.0137851,-5.1631236,-2.5417678,-11.578549,18.983557,-0.0103414,-0.006814638,0.0475262,2.5380712,1.7064848,0.234,0.1566014,0.2981818,0.4335649,-34.249676,True
0 days,0 days 00:00:06.040000,36.92296,0.10162295,34.833,36.807182,38.883904,4.0509033,152.20502,222.58011,681.10144,1178.3295,0.2940936,0.9347624,0.053945474,0.20006146,0.49091297,0.4369675,4.869564,2.3771257,4.3317986,1.9679246,0.123536415,1.0020285,22.530529,0.721982,8.537827,1.6496266,6.611506,1.7561401,1.8488126,7.513652,0.017614609,1.5345217,1.016239,1.1397625,10.810799,0.36020386,11.831209,0.75252086,26.80754,0.3465869,634.5802,0.30948853,1358.4121,0.14488608,-118.05875,-0.7345324,1667.8596,0.18085061,995.3705,0.3351585,-112.5036,-0.7239101,2682.3567,0.11482331,899.849,0.38662332,-116.20894,-0.66861385,-20.68564,-0.5051201,30.699127,0.36390996,0.06635557,0.6750498,-0.020930542,-0.7195443,0.18151808,0.6639976,33.96269,0.3496882,5.6643505,2.8514004,7.6435614,1.8281311,-5.359941,-2.632431,-10.348729,19.269608,-0.013326209,-0.004725599,0.061376296,3.6484246,2.6755853,0.184375,0.14181717,0.168125,0.226639,-35.041924,True
0 days,0 days 00:00:05.680000,28.875837,0.23840496,25.27508,31.319592,33.836067,8.560987,371.98074,439.7122,145.80685,96.29624,0.55800027,0.9982885,0.062290132,0.34721097,1.2232678,1.1609776,8.453381,5.617369,6.085212,3.1323361,0.25884083,1.1087505,26.937132,0.37640983,9.825175,1.4706557,12.560456,1.4416614,4.8410554,2.1897118,0.04893416,2.3161664,1.0055789,1.2017004,5.5335565,1.339771,6.9286175,3.4463868,19.380491,0.84639335,437.1482,0.19926727,1171.3191,0.17121337,-88.97715,-1.0113426,1513.428,0.13233355,805.9633,0.50613385,-94.74028,-0.8824121,2540.4683,0.07181572,979.3019,0.43441826,-98.3801,-0.8149868,-14.979612,-0.5261079,26.011976,0.2424137,0.016539698,2.1216164,-0.017411616,-0.62209815,0.37790418,0.82162935,30.911713,0.31380188,5.5444913,2.877259,12.873703,1.7919011,0.23444255,47.938625,-21.731688,33.209904,-0.05254113,-0.010282375,0.094120696,2.292769,2.3255816,0.24076922,0.10447388,0.1630769,0.22130328,-29.81677,False
0 days,0 days 00:00:09.190000,30.116873,0.2777779,26.052372,29.937096,32.303482,6.25111,120.06143,102.03576,700.4082,1202.9789,0.45780885,0.72747,0.104329586,0.43932986,0.7182031,0.61387354,6.8178964,3.7752757,7.3384914,4.3038235,0.26410663,1.0332966,19.311684,1.1035997,13.652464,0.86005425,7.9005356,1.7014369,7.7626195,1.3248405,0.048924163,1.859239,1.1792265,1.0952382,5.214076,1.0395349,2.7176344,6.055766,26.130674,0.7867396,495.4841,0.3569719,1323.6293,0.24200234,-116.67538,-0.7791352,1440.9259,0.16237731,1076.9491,0.33491352,-118.74966,-0.7057028,2523.6545,0.10533172,916.3067,0.42527884,-120.90146,-0.66133213,-18.336079,-0.60658675,30.365448,0.45182896,0.027762195,1.200482,-0.022505121,-0.6499574,0.42244804,0.6545621,34.275284,0.4749879,13.921083,0.66578233,8.055054,1.9250139,4.8698063,2.4788373,-7.73573,15.437821,-0.025950952,-0.0040520397,0.12284299,3.9215689,2.5219297,0.17826086,0.13186462,0.18791665,0.20970176,-31.01708,False
0 days,0 days 00:00:08.190000,27.178263,0.26229432,21.015907,29.499697,32.055332,11.039425,215.31287,147.8752,214.32281,461.1206,0.4313867,1.0135581,0.054620393,0.22702628,0.86106694,0.80644655,7.5997734,4.974493,9.303218,5.998502,0.26280624,1.0805837,30.123466,0.4345883,13.353871,0.8254554,12.161882,1.0427674,6.795651,1.6737438,0.07253057,1.9917146,1.1128433,1.03479,4.396262,1.4873949,5.992295,2.1861176,28.691963,0.37331095,476.21872,0.3179654,1320.8477,0.17520458,-99.365555,-0.9391885,1455.9486,0.15609488,1043.8751,0.25207952,-105.00572,-0.822308,2487.814,0.099519335,916.2094,0.33060518,-109.66521,-0.74135196,-19.45664,-0.400229,31.209944,0.24364172,0.015568323,2.6375682,-0.021284064,-0.5896075,0.4242051,0.7003594,38.377823,0.26027367,8.428207,1.2680289,11.340062,1.4556553,3.465716,3.9618456,-23.040787,33.82223,-0.055848684,-0.011868554,0.07988817,2.3227386,1.8450184,0.27733332,0.2912151,0.24333334,0.2949727,-30.437277,False
0 days,0 days 00:00:14.590000,25.972265,0.13696872,23.714743,25.16254,27.529737,3.8149948,111.448204,168.89339,36.72052,29.473799,0.15199459,1.0156199,0.03239162,0.10730705,0.24126306,0.20887144,3.8516514,4.0550437,2.7210166,2.0229821,0.040427715,1.9545699,16.257875,1.1265879,6.295194,1.6556304,2.28674,5.326831,5.801257,1.5854107,0.023220133,1.3289225,1.1281984,0.9932775,3.9308226,1.013619,-2.3903005,-2.934519,19.07915,0.32203183,476.55576,0.4136745,1200.967,0.16131818,-138.63622,-0.64429194,1429.7389,0.16370147,913.85266,0.21496978,-141.20815,-0.5953956,2415.8767,0.12158206,796.68646,0.27614388,-143.83336,-0.5582147,-12.131931,-0.41018495,22.851988,0.24844056,0.07277317,0.450744,-0.014119251,-0.7851351,0.08371671,1.4401027,34.764862,0.3274083,-1.7795174,-5.394398,5.0955744,3.3621502,0.9635781,10.659138,-6.400267,15.016568,0.0069296337,-0.0011634211,0.020159988,2.4005487,2.2023401,0.13437499,0.09175161,0.29030302,0.37628555,-45.524418,True
0 days,0 days 00:00:11.710000,24.758608,0.136715,22.198828,24.455503,27.878246,5.6794186,92.7608,69.084335,101.57427,134.85367,0.12070312,1.0864328,0.023674985,0.044582948,0.22107223,0.19739725,2.2556226,1.238212,1.7987798,1.0921118,0.029768553,1.4877099,14.346723,1.0633892,7.58856,1.1488739,9.942008,1.6099114,3.505748,2.3784845,0.040401794,2.27399,1.05833,0.9764196,3.8047228,1.2768755,0.14190257,107.965256,19.30669,0.3437242,438.68277,0.4042676,1115.6442,0.2078823,-134.39046,-0.68486774,1486.5665,0.15008134,758.85486,0.45395052,-139.57846,-0.6037163,2447.5256,0.09884602,743.9932,0.29453218,-140.32483,-0.59270835,-13.78339,-0.40378463,21.951906,0.29151642,0.0714214,0.48476803,-0.019778376,-0.60062903,0.070377566,0.74136484,30.36766,0.34292543,3.4711437,3.0371418,21.259056,0.9870217,-0.32023308,-29.396364,-7.005453,15.774169,0.0044618417,-0.0008621137,0.009811193,2.0512822,1.6309013,0.19421053,0.14467078,0.37849998,0.5923535,-47.878002,True
0 days,0 days 00:00:04.800000,33.904095,0.11409519,32.29398,34.37854,36.3465,4.0525208,108.394485,97.22496,190.57129,322.62936,0.25726166,1.1283786,0.033752535,0.14126475,0.49856865,0.46481612,5.4183946,4.934978,5.40374,2.9328783,0.122611836,1.3313987,21.872612,0.7344892,7.957792,1.8269433,11.382689,1.2240753,0.7515206,18.376053,0.034759976,1.6597492,1.2333522,1.0900546,7.6105304,0.61837095,11.231657,0.98413074,30.129616,0.34552702,602.0699,0.2701618,1331.4148,0.27949664,-119.45552,-0.7677055,1710.713,0.15509517,960.4251,0.50053674,-124.29714,-0.67858875,2693.0515,0.1324799,905.21497,0.5335217,-126.60879,-0.6445625,-19.293604,-0.49594158,28.769417,0.36802626,0.09275215,0.57077724,-0.024956329,-0.4624147,0.23490089,0.7385593,35.53355,0.3487465,4.23755,4.6242976,13.497276,1.4307755,-7.7258916,-1.7765232,-11.320004,19.94881,-0.0061515216,-0.005292639,0.038047012,2.7139876,1.910828,0.2188889,0.13755359,0.2822222,0.25602853,-36.908394,True
0 days,0 days 00:00:04.260000,33.205437,0.15804014,32.305065,34.370705,37.551834,5.246769,210.97453,205.95071,78.61171,64.65287,0.33064523,1.0484979,0.04415285,0.16628312,0.69268465,0.6485318,6.2751837,2.938951,6.750531,4.773535,0.13997042,1.1915451,21.507555,0.81242657,0.650409,21.461542,4.6043,2.022654,-1.206843,-8.315491,0.04840144,2.296145,1.2041154,1.0293202,6.7354655,0.85301965,3.5915654,2.8692577,23.418026,0.74300474,607.90326,0.25122747,1351.8297,0.20364584,-120.210526,-0.77834135,1624.0638,0.118025616,998.8851,0.2896881,-120.22599,-0.73139375,2627.6248,0.096870214,941.38983,0.38987216,-123.91101,-0.6749349,-14.315392,-0.53033876,24.06939,0.3869431,0.083241165,0.5257946,-0.02773251,-0.5088781,0.2671787,0.6420305,36.009674,0.35336766,-7.559576,-1.9194721,3.1357892,3.3433156,-7.5895877,-1.3202194,-8.210171,16.216959,0.004365502,-0.008791047,0.04352189,3.2941177,2.1428573,0.19444445,0.13124287,0.226,0.26680332,-35.511124,True
0 days,0 days 00:00:03.750000,31.568338,0.19636005,28.443459,33.637978,35.604797,7.161339,304.9979,226.17102,133.99217,112.20247,0.24155888,1.0615345,0.05740509,0.14548755,0.3978901,0.340485,4.7011976,3.744808,5.2156477,4.606471,0.12519397,1.3943988,17.646795,0.89789593,4.725884,2.0723238,6.5247607,1.753094,2.8252506,3.1806505,0.05780165,1.5837516,1.4365796,0.7141487,4.0310116,1.4953274,7.213835,5.0255265,19.736519,1.1399088,579.6909,0.2562759,1299.0178,0.18713032,-133.79765,-0.6558178,1598.829,0.115281925,923.2778,0.35133275,-135.89882,-0.60034287,2633.9202,0.08491482,851.3565,0.46543854,-138.14128,-0.568637,-15.168039,-0.5568043,24.473312,0.43345064,0.0686182,0.7673284,-0.025828512,-0.59265727,0.2713629,0.7813199,29.731348,0.5071992,1.846838,6.837699,6.268291,1.9001731,-1.8493875,-4.7853208,-8.8558235,17.446445,-0.00751506,-0.0067903935,0.045184664,3.2085562,2.4390244,0.13222222,0.064252585,0.1875,0.12917204,-37.557224,True
0 days,0 days 00:00:05,34.26265,0.23312278,31.356274,34.517887,38.73248,7.3762054,691.73694,1006.8086,395.51294,694.42883,0.5826515,0.7386504,0.17195308,0.49644265,0.9984529,0.8264998,11.326046,5.12548,9.645066,5.34565,0.3879053,1.0619009,24.456758,0.6348667,-2.9556816,-5.1829,11.776337,0.9260858,-4.8845925,-2.661514,0.03097403,1.1270794,1.5896341,0.8752579,5.081263,1.2039477,2.1124206,8.894091,16.983877,1.0053687,567.8289,0.4399371,1179.0896,0.24024402,-70.87971,-1.18925,1612.1154,0.17114852,935.86334,0.38097265,-72.00787,-1.0643214,2626.4324,0.1229095,969.2554,0.43111208,-75.639114,-0.9806784,-12.853358,-0.6574795,21.90142,0.4533855,0.07240082,0.66665304,-0.022854375,-0.63608587,0.50000525,0.87844133,29.53728,0.4725469,-5.8269763,-2.6783314,10.191664,1.1681751,-8.9332905,-1.3889123,-8.316696,14.897509,-0.00076548476,-0.011471334,0.14343242,5.0100203,3.869654,0.1731579,0.10125801,0.08357142,0.10061291,-30.561777,True
0 days,0 days 00:00:04.500000,35.30368,0.17449872,33.038765,34.857666,37.05633,4.0175667,206.30305,203.04887,208.30698,200.56255,0.32786435,1.0327468,0.03898826,0.19383137,0.54243016,0.50344193,5.44676,2.860614,6.2083383,4.7192616,0.15658954,1.2577183,22.703812,0.7941526,5.750475,2.439964,9.329177,1.4012377,-4.831732,-3.0668187,0.03287894,1.7236506,1.0515779,0.9609609,8.034091,0.6388548,6.461461,2.917037,25.77943,0.76159537,650.32367,0.31069675,1235.0941,0.19521935,-100.78703,-0.9350666,1709.8754,0.16096161,939.6135,0.44074678,-104.032135,-0.82856774,2759.8335,0.099129334,792.5564,0.48298422,-106.73597,-0.78414166,-17.984537,-0.665667,27.965458,0.45869145,0.09039231,0.5566407,-0.027156418,-0.58113056,0.26116467,0.81292963,33.461388,0.5071644,3.1902995,5.2368865,11.252729,1.4395754,-11.650726,-1.1983606,-10.055721,18.647343,-9.343174e-05,-0.006625931,0.034571808,2.672606,1.8018018,0.29375,0.18807827,0.21333334,0.2122891,-34.843487,True
0 days,0 days 00:00:06.250000,36.881218,0.061496723,34.87481,36.760757,38.184597,3.3097878,38.17843,41.302113,67.851456,75.41564,0.14556403,0.9128678,0.034117028,0.109576315,0.22504112,0.1909241,2.333596,1.8427993,1.6544123,1.246277,0.03367008,1.1451392,19.170393,1.0779587,8.464781,1.49353,1.5848442,7.333446,-1.3551861,-9.74229,0.016654585,2.0235817,0.84586585,1.2352282,11.70818,0.26315194,12.642484,0.7338459,36.19392,0.26775336,626.2899,0.29013434,1377.645,0.17315991,-137.678,-0.62120086,1618.9055,0.15223499,1082.0101,0.24740824,-133.73747,-0.597773,2742.5134,0.08119977,945.4834,0.50841874,-137.75093,-0.54394966,-23.864828,-0.45549193,37.404312,0.29279178,0.10026264,0.35026976,-0.024382496,-0.6072677,0.05661014,0.7701058,40.057472,0.2467433,9.837866,1.6509043,-1.1483525,-11.852691,-8.584422,-1.769229,-5.665326,14.340485,0.0059156967,0.00027849694,0.018800642,2.8846154,1.9386107,0.19583334,0.13579755,0.29833335,0.17906393,-44.18336,False
0 days,0 days 00:00:03.240000,30.824593,0.15614417,28.8633,32.165604,34.267914,5.4046135,61.785755,63.030422,123.12805,92.21849,0.16277844,1.251009,0.030639417,0.051377207,0.2654204,0.234781,3.8079004,2.9367614,5.274295,3.528131,0.06640632,1.5917423,21.762268,0.5978798,16.132538,0.7928632,12.361854,0.97744817,2.2351267,4.2368035,0.04113732,1.869587,1.0392147,1.0588773,7.6665473,0.58540356,8.121761,1.9144378,28.417194,0.3958438,566.91644,0.27336246,1231.7458,0.15568349,-125.05641,-0.74227536,1707.7352,0.13035569,868.86646,0.50774366,-131.47017,-0.64156795,2677.2131,0.11585794,907.9464,0.49482074,-133.1051,-0.61619115,-21.798086,-0.45011878,29.173512,0.3666294,0.049678188,0.688777,-0.034283843,-0.35681492,0.14303347,0.9276003,34.05456,0.31625664,12.832636,1.5263944,17.796938,0.94169647,1.971064,7.0459175,-14.966749,23.463913,-0.007775102,-0.013637402,0.018231127,2.4767802,1.2698413,0.30249998,0.12517487,0.37,0.334664,-41.87825,False
0 days,0 days 00:00:05.500000,30.651644,0.29699707,18.777845,33.568962,39.098045,20.3202,478.16574,716.69434,119.42094,71.21173,0.17828445,1.0865692,0.03186711,0.086642124,0.31325883,0.2813917,3.9882753,1.9501162,2.7266035,2.2840295,0.068253994,1.206078,21.410149,0.6086836,9.219743,1.4114449,15.074626,0.91489583,-0.056519356,-304.7882,0.06069023,2.3119192,0.79701966,1.1378818,5.8148665,1.4382207,7.316511,3.692941,19.072618,1.6118438,648.0611,0.286753,1333.394,0.24567607,-118.92522,-0.7436758,1775.0486,0.15288234,864.54456,0.52864516,-118.02255,-0.7030868,2771.644,0.11489982,767.67487,0.42279842,-118.723724,-0.6919302,-20.205318,-0.41426206,27.438997,0.3251075,0.05645379,1.2703362,-0.0256795,-0.5664716,0.116780974,0.78497946,30.92608,0.34704417,7.182047,2.259334,19.565374,0.8718617,-9.578714,-1.9953997,-13.342404,21.416311,-0.025044123,-0.0075565604,0.025504785,2.003643,2.2181146,0.20416665,0.17409089,0.20384614,0.31876057,-40.872223,False
0 days,0 days 00:00:08.960000,37.9762,0.16356127,36.84089,38.399185,41.329613,4.4887238,300.918,330.3468,30.267294,67.19514,0.13522798,0.8762438,0.02620259,0.11009448,0.23568697,0.20948438,2.3082824,1.4209107,2.276715,1.721143,0.040853884,1.3250743,11.934675,1.2397614,11.687811,0.87376755,7.195815,1.2647209,-2.4089026,-5.912395,0.03551155,2.6017127,1.0508641,1.0169101,10.02923,0.5504186,10.223223,2.2064433,27.173174,0.8276531,701.1502,0.23114742,1073.084,0.20377776,-148.638,-0.5471161,1866.9918,0.12800018,637.99176,0.42185947,-147.72046,-0.51285064,2883.77,0.09642408,638.7273,0.44533616,-148.27876,-0.5023595,-19.687286,-0.47105873,25.064157,0.38494116,0.081398204,0.49565658,-0.039724242,-0.35159618,0.08419378,0.7500721,27.304117,0.44735318,6.8668795,1.8966733,8.91815,1.3058078,-17.720268,-0.7357819,-8.156336,15.475201,-0.0011223251,-0.009553038,0.021253869,3.5754192,2.022472,0.14388889,0.12170724,0.29549998,0.36708957,-46.123447,False
0 days,0 days 00:00:03.240000,33.727825,0.1727304,31.377382,35.140003,36.782146,5.404764,349.29462,254.56693,146.57262,167.78769,0.15700047,0.8106468,0.034857087,0.12872283,0.2583676,0.2235105,4.6957545,1.9388642,3.1266341,1.892095,0.06643268,1.1755583,21.52345,0.6268327,11.521798,0.8393239,15.651749,0.736415,0.77486044,15.390034,0.03517285,1.8748823,1.118488,1.0554094,8.856506,0.60883933,3.5329266,8.327429,22.166899,1.4103609,575.1818,0.25048393,1277.0172,0.1759048,-120.99063,-0.72830445,1655.5352,0.15467988,834.5837,0.36282805,-124.08893,-0.6500539,2714.079,0.0873554,789.83594,0.29397896,-126.47933,-0.6162352,-21.793177,-0.4416847,30.777006,0.33702898,0.037592135,1.0092397,-0.030189238,-0.3898581,0.10681609,0.8075627,32.258488,0.3587915,10.428159,1.0744418,17.981777,0.7655557,-6.8409243,-1.8078046,-12.441855,19.764858,-0.023037205,-0.011629037,0.035348456,4.643963,2.5396826,0.16875,0.07865073,0.1811111,0.21475795,-43.337303,False
0 days,0 days 00:00:05.250000,33.00903,0.12664384,31.361599,34.095295,35.977375,4.615776,324.2835,233.51237,119.39256,181.97685,0.1755385,0.9543805,0.04253692,0.10852788,0.3205918,0.2780549,3.9265065,2.6366558,3.9475632,3.095221,0.07610983,1.1665967,23.191647,0.4985056,16.644506,0.57992595,18.947968,0.6513308,4.4428997,3.0302396,0.03446051,2.1756845,1.247984,1.0251068,8.015946,0.57677996,10.738684,1.6153208,27.251373,0.24251719,535.8438,0.24937528,1255.527,0.19569291,-124.03398,-0.7175744,1677.9146,0.14254354,790.80316,0.52128977,-128.79219,-0.6243685,2685.4888,0.09144991,888.0092,0.6187769,-129.62639,-0.6112824,-21.01501,-0.38602817,28.448277,0.31141016,0.030251682,1.2196078,-0.03270101,-0.36801583,0.13094841,0.83869225,29.791767,0.38727438,15.247404,0.7268403,21.922306,0.7463202,-7.1710577,-1.8316004,-19.777428,28.14625,-0.048192218,-0.014593439,0.03645541,3.8167942,2.5145068,0.1576923,0.106059045,0.20357142,0.27876276,-41.67338,False
0 days,0 days 00:00:17.020000,33.538925,0.16165483,31.773323,34.08295,37.478985,5.705662,379.3369,543.1176,152.607,244.30353,0.20620604,0.7370697,0.06043772,0.17437415,0.33335567,0.27291796,3.859362,2.021905,3.2990136,1.9158227,0.08304828,0.98771805,25.799335,0.57321256,11.954402,0.96713173,12.282092,1.1612525,-4.4278083,-3.5803633,0.04408014,1.9165319,1.2386634,0.92785823,8.123566,0.6720624,8.316542,1.7212309,27.993668,0.3362564,573.28217,0.31555852,1262.2916,0.18384884,-97.265076,-0.9263524,1655.3043,0.19485736,932.31226,0.40863147,-100.53496,-0.8129349,2656.0547,0.10410409,894.26227,0.45626298,-104.18009,-0.75232613,-21.281324,-0.37986252,30.943102,0.24698445,0.049531635,0.7167808,-0.030350052,-0.4349617,0.116698936,0.73106796,34.2989,0.3159645,10.861452,1.1678187,13.582399,1.2144703,-12.007551,-1.323373,-13.287067,22.060272,-0.020164335,-0.012076486,0.03670033,4.291593,2.4188793,0.22853658,0.15320258,0.17891891,0.3373408,-41.42903,False
0 days,0 days 00:00:05.010000,33.85467,0.15003216,32.069057,33.866516,36.833908,4.7648506,201.83815,113.94703,37.814583,23.306883,0.21983498,0.686533,0.08467141,0.19691455,0.3148238,0.2301524,3.3167841,2.112218,3.0599928,2.182744,0.07409042,1.1239227,28.98373,0.565513,12.227887,0.9469631,13.449868,1.0887558,-5.357961,-2.9750526,0.027341532,2.0112293,0.9274458,1.1171935,9.197481,0.5191151,6.7086,1.7865117,29.600868,0.25845253,630.42993,0.29135302,1346.2488,0.19352162,-77.041595,-1.0980625,1717.1484,0.20083065,1042.7606,0.46380064,-83.49137,-0.9070437,2705.7424,0.115870066,933.5778,0.3803357,-86.667145,-0.83616215,-23.584831,-0.4105875,33.029636,0.26593024,0.056349818,0.5431306,-0.032755733,-0.45054033,0.092957556,0.9603661,37.250065,0.28638488,11.626293,1.0594201,14.043703,1.1759902,-11.742235,-1.225822,-11.808849,20.758446,-0.03211375,-0.0070064995,0.03290696,4.2,1.8181819,0.3733333,0.32221454,0.15444444,0.1630345,-40.974106,False
0 days,0 days 00:00:07.520000,32.323097,0.21911244,23.8578,34.221905,38.445175,14.587376,392.09113,603.2096,379.7562,610.6859,0.16872554,0.9219154,0.033021078,0.1322246,0.26307347,0.2300524,3.489952,2.0400512,4.1419406,2.6842217,0.082363024,1.1891954,17.129133,0.88547873,13.320515,0.6739812,11.620026,1.0697414,-0.044444952,-306.24133,0.04891782,1.5905305,1.3822489,0.9268692,6.3964596,0.9181891,14.065844,1.8914326,27.084652,0.45927092,547.3444,0.2688157,1190.7876,0.1354391,-124.60221,-0.7181822,1682.6251,0.15184355,797.85175,0.48042598,-125.6187,-0.64246875,2663.858,0.084310316,882.4235,0.47020426,-126.74303,-0.62523377,-20.300804,-0.47825643,27.46893,0.3865737,0.0630661,0.55400074,-0.032296237,-0.39990056,0.14509691,0.72122335,28.188335,0.4377932,11.92603,0.81720454,16.236359,0.8619965,-9.440363,-1.5856152,-11.613488,19.642946,-0.01374927,-0.00884798,0.033967096,4.394141,3.0831099,0.13,0.064605825,0.16333334,0.15991317,-42.3116,False
0 days,0 days 00:00:02.440000,37.664375,0.2191741,34.54313,40.439713,43.209133,8.666004,480.97385,666.6864,79.09772,35.794983,0.7719521,0.89759874,0.16652842,0.4946015,1.4865041,1.3199756,13.479443,7.8296075,12.04531,6.3231616,0.62885964,1.1713073,25.708853,0.5029114,-0.69401467,-26.453135,2.5992837,9.919043,-0.053304683,-229.45038,0.055463262,1.8026938,1.3087386,1.1743956,7.3598475,1.0287206,4.411657,3.9078581,16.984905,1.1195347,686.09406,0.262384,1398.1685,0.1371684,-91.59439,-0.9945958,1680.8088,0.13835104,984.3441,0.37350476,-87.163765,-0.972998,2644.6782,0.11892269,784.2685,0.32863683,-91.88371,-0.877949,-15.534024,-0.63668686,28.63973,0.23916218,0.047154505,1.0433133,-0.015568506,-0.8793694,0.94704133,0.82296103,32.295963,0.27390996,-6.4145355,-3.0011399,-7.133946,-3.9599032,-4.428394,-2.5797045,-11.706564,18.355902,-0.04122222,-0.0120428,0.12127515,3.2921813,2.1097047,0.29,0.37651026,0.16399999,0.17362025,-25.092962,True
0 days,0 days 00:00:03.940000,22.943926,0.14091752,20.253954,23.030983,25.177261,4.9233074,191.25093,297.30734,149.6286,182.92694,0.3608734,1.060152,0.031076547,0.19271678,0.67667294,0.6455964,7.3537207,5.6627083,5.1694307,3.498446,0.1913983,1.2088798,23.383453,0.7764949,7.312318,1.9148651,19.0193,1.0400653,4.316285,3.124264,0.045301694,2.1562083,1.225728,0.86663246,3.2490842,1.2126356,1.3105075,19.89663,21.77446,1.2611434,446.68167,0.3167968,1209.5461,0.23780319,-106.01041,-0.8839894,1455.7589,0.111927174,820.6815,0.5076121,-114.24118,-0.7452508,2472.52,0.09010874,906.06635,0.5036839,-115.50979,-0.7259176,-16.834291,-0.44307578,26.427654,0.36297745,0.01799741,1.5321741,-0.025200708,-0.47664937,0.33722213,0.72614324,37.94184,0.32667506,3.773379,3.9240782,29.678682,0.7605788,-1.3556552,-11.492623,-11.467297,20.979357,-0.025909236,-0.005702882,0.05352606,3.3078883,2.0618558,0.22874999,0.14666608,0.20888889,0.2618076,-32.709213,True
